,0,1
29685,0874779219,"(232.87, 202.42, 202.42, 222.59, 13.01)"
29686,0674341619,"(2.41, 8.47, 8.47, 37.04, 13.51)"
29687,0141442077,"(223.14, 220.32, 220.32, 129.17, 13.51)"
29688,0983248125,"(8.84, 9.01, 9.01, 34.66, 13.51)"
29689,0195339444,"(247.58, 242.58, 242.58, 153.91, 14.01)"
29690,1476761639,"(249.82, 249.82, 249.82, 239.77, 14.01)"
29691,1605987727,"(244.95, 231.38, 231.38, 180.32, 14.01)"
29692,0451167228,"(243.96, 231.03, 231.03, 209.36, 14.51)"
29693,1557885168,"(224.89, 211.77, 211.77, 220.74, 14.51)"
29694,0544115899,"(11.75, 9.6, 9.6, 57.78, 14.51)"
29695,0963597558,"(129.06, 130.41, 130.41, 106.52, 14.51)"
29696,0821419730,"(216.48, 182.68, 182.68, 137.84, 14.51)"
29697,3836517302,"(229.09, 227.53, 227.53, 172.31, 14.51)"
29698,0120145782,"(0.52, 0.37, 0.37, 9.61, 15.01)"
29699,B0000CJTNI,"(44.42, 62.91, 62.91, 106.61, 15.01)"
29700,0823211533,"(254.22, 229.98, 229.98, 210.58, 15.01)"
29701,1401246028,"(23.4, 23.5, 23.5, 56.94, 15.51)"
29702,1456539167,"(50.1, 64.59, 64.59, 87.7, 15.51)"
29703,1481891839,"(105.32, 117.37, 117.37, 111.94, 15.51)"
29704,1433681048,"(192.54, 214.12, 214.12, 200.56, 16.02)"
29705,1598534122,"(2.46, 2.31, 2.31, 59.57, 16.02)"
29706,068984137X,"(252.43, 253.28, 253.28, 183.0, 16.02)"
29707,0805050876,"(33.44, 17.21, 17.21, 48.99, 16.02)"
29708,0271016051,"(13.81, 26.79, 26.79, 58.91, 17.02)"
29709,0974732311,"(47.35, 46.89, 46.89, 81.79, 17.02)"
29710,1893183114,"(75.06, 74.45, 74.45, 86.31, 17.02)"
29711,0132051524,"(215.85, 217.34, 217.34, 208.98, 18.02)"
29712,1905319398,"(237.43, 235.05, 235.05, 191.23, 18.02)"
29713,1570184305,"(44.86, 41.4, 41.4, 96.46, 18.02)"
29714,159264418X,"(252.17, 252.05, 252.05, 224.79, 19.02)"
29715,0375708049,"(228.38, 217.76, 217.76, 175.03, 19.02)"
29716,0991939409,"(33.81, 28.28, 28.28, 124.81, 19.02)"
29717,0674049896,"(243.36, 246.85, 246.85, 237.06, 19.02)"
29718,1439902445,"(252.31, 233.45, 233.45, 239.58, 19.02)"
29719,0143113046,"(245.19, 238.64, 238.64, 207.55, 19.02)"
29720,1405011890,"(66.23, 69.65, 69.65, 123.22, 19.02)"
29721,1595144676,"(35.29, 35.16, 35.16, 115.63, 19.02)"
29722,0547480342,"(136.36, 100.67, 100.67, 145.79, 19.02)"
29723,030644156X,"(58.77, 89.88, 89.88, 79.19, 20.02)"
29724,0316056537,"(245.3, 225.49, 225.49, 171.95, 20.02)"
29725,0062356976,"(186.64, 150.86, 150.86, 128.51, 20.02)"
29726,0073383171,"(110.56, 70.91, 70.91, 86.6, 20.02)"
29727,0822326159,"(5.57, 5.72, 5.72, 22.51, 21.02)"
29728,1896597149,"(242.7, 200.61, 200.61, 210.21, 21.02)"
29729,0273731912,"(51.29, 91.23, 91.23, 144.66, 21.02)"
29730,0545639999,"(244.94, 244.49, 244.49, 153.05, 21.02)"
29731,1433533421,"(253.8, 253.55, 253.55, 218.61, 21.02)"
29732,1517162521,"(62.36, 27.25, 27.25, 121.55, 22.02)"
29733,0805495916,"(79.62, 108.28, 108.28, 128.74, 22.02)"
29734,3848003252,"(95.09, 58.44, 58.44, 109.17, 22.02)"
29735,1454856076,"(81.04, 134.38, 134.38, 87.24, 22.02)"
29736,1137468149,"(38.15, 29.19, 29.19, 50.92, 22.02)"
29737,0060545844,"(58.36, 59.9, 59.9, 71.6, 22.02)"
29738,1897299745,"(35.29, 32.88, 32.88, 124.32, 23.02)"
29739,0440509017,"(237.29, 235.28, 235.28, 216.83, 23.02)"
29740,1909815667,"(204.23, 206.38, 206.38, 180.0, 23.02)"
29741,1550225480,"(122.32, 88.73, 88.73, 111.08, 23.02)"
29742,0674024109,"(254.4, 254.01, 254.01, 212.27, 24.02)"
29743,1884254225,"(22.9, 34.07, 34.07, 51.14, 24.02)"
29744,0767906896,"(177.79, 136.48, 136.48, 148.26, 24.02)"
29745,0226424219,"(246.35, 209.3, 209.3, 231.97, 24.02)"
29746,0195335341,"(222.75, 217.58, 217.58, 171.49, 24.02)"
29747,0970954425,"(8.11, 9.66, 9.66, 60.06, 24.02)"
29748,0194740129,"(1.72, 1.53, 1.53, 41.83, 24.02)"
29749,1472808932,"(211.59, 213.3, 213.3, 168.34, 24.02)"
29750,110191047X,"(229.73, 189.12, 189.12, 203.84, 25.02)"
29751,1330233026,"(58.61, 55.85, 55.85, 120.21, 25.02)"
29752,1611861853,"(239.86, 207.65, 207.65, 196.11, 25.02)"
29753,0312572921,"(225.61, 183.21, 183.21, 199.63, 25.02)"
29754,0375429654,"(254.75, 254.68, 254.68, 236.85, 25.02)"
29755,1565124766,"(170.61, 191.38, 191.38, 153.52, 25.02)"
29756,1118306341,"(198.23, 218.81, 218.81, 179.99, 25.02)"
29757,1289784159,"(105.56, 57.94, 57.94, 68.75, 25.02)"
29758,1414353731,"(41.47, 39.92, 39.92, 54.45, 25.02)"
29759,1501121685,"(253.44, 251.56, 251.56, 214.92, 25.02)"
29760,019925298X,"(173.49, 189.16, 189.16, 150.12, 26.02)"
29761,1270504681,"(33.34, 79.03, 79.03, 107.44, 26.02)"
29762,0471788368,"(247.01, 240.89, 240.89, 197.5, 26.02)"
29763,0486234134,"(120.84, 97.98, 97.98, 102.58, 26.02)"
29764,0802468519,"(253.07, 251.75, 251.75, 198.17, 26.02)"
29765,0465019315,"(41.37, 36.24, 36.24, 109.4, 27.02)"
29766,1611745055,"(235.79, 181.28, 181.28, 124.04, 27.02)"
29767,1566704006,"(139.28, 165.91, 165.91, 140.25, 27.02)"
29768,1559361980,"(249.5, 225.76, 225.76, 190.27, 27.02)"
29769,147542017X,"(126.51, 107.86, 107.86, 141.94, 28.02)"
29770,0870239953,"(54.99, 107.07, 107.07, 80.31, 28.02)"
29771,0810892006,"(10.39, 10.13, 10.13, 103.64, 28.02)"
29772,1598534645,"(1.54, 1.31, 1.31, 45.57, 29.02)"
29773,1629720666,"(15.71, 7.48, 7.48, 62.08, 29.02)"
29774,081182568X,"(160.82, 159.9, 159.9, 183.74, 29.02)"
29775,1573929980,"(233.82, 225.61, 225.61, 141.24, 29.02)"
29776,1137279370,"(27.46, 22.29, 22.29, 65.22, 29.02)"
29777,1550289845,"(37.29, 35.39, 35.39, 104.65, 29.02)"
29778,1620081695,"(233.05, 219.98, 219.98, 140.57, 29.02)"
29779,1608874257,"(20.26, 26.1, 26.1, 38.95, 29.02)"
29780,0939837722,"(67.38, 83.85, 83.85, 117.59, 29.02)"
29781,0915801027,"(201.0, 213.0, 213.0, 163.64, 30.02)"
29782,0307091120,"(32.6, 85.56, 85.56, 105.62, 30.02)"
29783,1514202638,"(3.17, 5.91, 5.91, 53.01, 30.02)"
29784,0393329682,"(42.78, 30.97, 30.97, 113.12, 30.02)"
29785,1449301959,"(66.08, 60.25, 60.25, 119.14, 30.02)"
29786,1476790841,"(46.58, 55.96, 55.96, 82.78, 31.02)"
29787,0345536282,"(242.52, 237.37, 237.37, 158.56, 31.02)"
29788,0133158314,"(62.36, 72.15, 72.15, 81.6, 31.02)"
29789,0440509009,"(214.78, 237.84, 237.84, 188.23, 31.02)"
29790,0307394050,"(240.75, 201.33, 201.33, 115.9, 31.02)"
29791,0345423291,"(251.44, 251.55, 251.55, 189.85, 31.02)"
29792,0670785180,"(41.84, 72.11, 72.11, 115.25, 31.02)"
29793,0756545986,"(175.42, 155.8, 155.8, 146.18, 31.02)"
29794,1841542458,"(155.86, 117.74, 117.74, 149.96, 31.02)"
29795,156170640X,"(96.79, 135.79, 135.79, 123.19, 31.02)"
29796,0762439009,"(70.42, 62.86, 62.86, 131.66, 31.02)"
29797,1852337141,"(24.26, 31.37, 31.37, 54.31, 32.04)"
29798,0738611433,"(249.58, 250.68, 250.68, 184.14, 32.04)"
29799,1573241172,"(60.91, 65.98, 65.98, 96.36, 32.04)"
29800,0966502132,"(248.32, 248.02, 248.02, 168.35, 32.04)"
29801,0062237136,"(110.3, 71.43, 71.43, 111.41, 32.04)"
29802,0310434386,"(45.07, 20.72, 20.72, 154.31, 32.04)"
29803,0785826734,"(62.57, 95.95, 95.95, 90.2, 32.04)"
29804,0252062760,"(197.15, 152.59, 152.59, 198.63, 34.04)"
29805,1629054844,"(34.36, 28.6, 28.6, 146.82, 34.04)"
29806,1929164122,"(52.54, 49.58, 49.58, 94.74, 34.04)"
29807,1608824500,"(114.49, 92.16, 92.16, 126.17, 34.04)"
29808,1451687877,"(253.19, 251.04, 251.04, 223.03, 36.04)"
29809,078514286X,"(24.63, 27.35, 27.35, 63.11, 36.04)"
29810,1937986187,"(253.7, 253.78, 253.78, 190.96, 36.04)"
29811,0374300917,"(253.97, 253.87, 253.87, 186.02, 36.04)"
29812,1502305844,"(207.23, 173.82, 173.82, 211.43, 36.04)"
29813,1904832164,"(3.04, 20.22, 20.22, 37.1, 36.04)"
29814,0415093120,"(253.98, 254.17, 254.17, 187.31, 36.04)"
29815,1413308902,"(247.38, 250.77, 250.77, 190.57, 36.04)"
29816,0982105800,"(36.37, 66.77, 66.77, 107.35, 36.04)"
29817,0306477041,"(153.75, 157.56, 157.56, 159.19, 38.04)"
29818,1512133124,"(15.29, 16.14, 16.14, 63.67, 38.04)"
29819,0802048196,"(62.08, 97.97, 97.97, 120.8, 38.04)"
29820,1597180130,"(124.36, 170.93, 170.93, 81.58, 38.04)"
29821,0683307371,"(250.19, 251.0, 251.0, 175.46, 38.04)"
29822,1501137662,"(177.47, 201.44, 201.44, 157.22, 38.04)"
29823,0807834483,"(7.68, 7.44, 7.44, 107.31, 40.04)"
29824,0721627293,"(243.8, 178.92, 178.92, 167.4, 40.04)"
29825,1843107503,"(27.61, 114.98, 114.98, 64.88, 40.04)"
29826,0899970850,"(90.32, 162.82, 162.82, 167.17, 40.04)"
29827,1599185679,"(103.12, 95.41, 95.41, 117.51, 42.04)"
29828,0415978742,"(5.77, 3.74, 3.74, 90.28, 42.04)"
29829,1585039195,"(251.63, 251.39, 251.39, 205.97, 42.04)"
29830,0199608806,"(250.51, 245.99, 245.99, 191.76, 42.04)"
29831,1496700503,"(143.8, 198.98, 198.98, 189.32, 42.04)"
29832,0865715203,"(25.65, 25.03, 25.03, 91.72, 42.04)"
29833,1601270666,"(250.75, 219.42, 219.42, 176.15, 44.04)"
29834,1782812369,"(20.97, 19.33, 19.33, 96.42, 44.04)"
29835,1511892595,"(252.17, 252.87, 252.87, 201.22, 44.04)"
29836,1590282426,"(80.6, 29.11, 29.11, 78.89, 44.04)"
29837,0553593617,"(29.39, 15.68, 15.68, 87.32, 44.04)"
29838,0941599957,"(123.47, 49.72, 49.72, 145.77, 44.04)"
29839,0415854830,"(3.8, 49.39, 49.39, 59.89, 44.04)"
29840,1607747391,"(225.14, 152.83, 152.83, 192.62, 44.04)"
29841,1452134057,"(26.7, 22.6, 22.6, 101.08, 44.04)"
29842,0313380449,"(55.62, 41.84, 41.84, 126.17, 44.04)"
29843,1440588589,"(27.77, 48.85, 48.85, 121.11, 46.04)"
29844,8882870286,"(249.05, 161.62, 161.62, 204.65, 46.04)"
29845,1461361257,"(118.1, 203.98, 203.98, 197.07, 46.04)"
29846,0823098478,"(44.58, 63.23, 63.23, 129.61, 46.04)"
29847,0751300616,"(68.49, 15.85, 15.85, 98.24, 46.04)"
29848,0631216669,"(253.37, 253.01, 253.01, 183.16, 46.04)"
29849,0759531048,"(203.69, 228.87, 228.87, 155.05, 46.04)"
29850,0375724001,"(254.05, 253.28, 253.28, 227.09, 46.04)"
29851,1908272082,"(4.55, 3.25, 3.25, 79.52, 46.04)"
29852,1587612399,"(27.54, 97.88, 97.88, 82.64, 46.04)"
29853,0764228978,"(197.93, 110.37, 110.37, 122.48, 48.04)"
29854,0312282303,"(38.67, 36.86, 36.86, 94.47, 48.04)"
29855,0231169515,"(248.24, 215.37, 215.37, 175.56, 48.04)"
29856,1877689572,"(227.56, 215.77, 215.77, 183.3, 48.04)"
29857,1477848150,"(12.09, 14.45, 14.45, 55.84, 48.04)"
29858,0307945448,"(253.83, 253.78, 253.78, 236.79, 48.04)"
29859,1600853366,"(82.08, 59.35, 59.35, 84.23, 50.04)"
29860,1482246309,"(21.13, 21.46, 21.46, 126.24, 50.04)"
29861,1938486293,"(13.65, 13.42, 13.42, 91.98, 50.04)"
29862,0195135792,"(2.62, 83.1, 83.1, 58.13, 50.04)"
29863,061891868X,"(251.69, 163.95, 163.95, 207.03, 50.04)"
29864,163241032X,"(181.46, 83.77, 83.77, 96.56, 50.04)"
29865,0205183468,"(238.73, 218.42, 218.42, 216.73, 50.04)"
29866,0393314898,"(250.3, 246.36, 246.36, 149.01, 50.04)"
29867,1441932909,"(100.63, 84.4, 84.4, 66.6, 52.04)"
29868,1449466133,"(252.26, 236.73, 236.73, 174.62, 52.04)"
29869,1516800230,"(248.9, 226.3, 226.3, 212.07, 52.04)"
29870,0738733989,"(247.75, 174.09, 174.09, 176.47, 52.04)"
29871,1600590772,"(208.89, 140.96, 140.96, 163.79, 52.04)"
29872,1580934064,"(152.62, 166.08, 166.08, 127.63, 52.04)"
29873,0071412611,"(5.62, 7.91, 7.91, 60.77, 52.04)"
29874,1614280606,"(242.27, 247.41, 247.41, 168.81, 52.04)"
29875,1516892844,"(166.66, 251.6, 251.6, 193.98, 54.04)"
29876,0671701355,"(242.56, 190.07, 190.07, 180.07, 54.04)"
29877,1259585425,"(15.91, 42.57, 42.57, 97.65, 54.04)"
29878,0877880883,"(77.86, 69.8, 69.8, 146.28, 54.04)"
29879,1594773572,"(90.08, 51.65, 51.65, 109.33, 54.04)"
29880,1569905053,"(88.38, 144.18, 144.18, 132.48, 54.04)"
29881,1561632112,"(170.11, 148.85, 148.85, 142.86, 54.04)"
29882,1933045256,"(112.97, 182.84, 182.84, 132.11, 54.04)"
29883,0879389230,"(186.17, 129.78, 129.78, 117.9, 54.04)"
29884,0316340561,"(58.24, 109.88, 109.88, 85.81, 56.04)"
29885,1118942280,"(250.57, 245.35, 245.35, 153.64, 56.04)"
29886,158089142X,"(163.67, 221.03, 221.03, 165.68, 56.04)"
29887,145557497X,"(249.61, 220.23, 220.23, 174.53, 58.04)"
29888,0345804384,"(232.66, 232.1, 232.1, 150.03, 58.04)"
29889,178242377X,"(26.62, 130.98, 130.98, 84.46, 58.04)"
29890,B00VITFA9I,"(252.71, 251.28, 251.28, 190.95, 58.04)"
29891,0292704259,"(183.69, 72.24, 72.24, 160.9, 58.04)"
29892,0470873949,"(54.77, 145.13, 145.13, 111.24, 58.04)"
29893,0892563508,"(201.15, 207.43, 207.43, 160.04, 58.04)"
29894,1452128405,"(48.74, 54.24, 54.24, 109.78, 58.04)"
29895,1609785797,"(57.99, 135.95, 135.95, 99.24, 58.04)"
29896,073870783X,"(35.01, 16.63, 16.63, 114.87, 60.04)"
29897,0321647459,"(237.55, 232.86, 232.86, 169.29, 60.04)"
29898,1617732532,"(125.28, 68.05, 68.05, 120.32, 60.04)"
29899,1559394439,"(240.82, 202.46, 202.46, 186.32, 60.04)"
29900,1465029419,"(13.25, 12.32, 12.32, 135.31, 62.04)"
29901,0774803827,"(34.91, 37.84, 37.84, 101.57, 62.04)"
29902,096268743X,"(138.94, 127.21, 127.21, 118.38, 62.04)"
29903,1934964840,"(250.01, 249.57, 249.57, 151.23, 62.04)"
29904,0395945143,"(6.35, 4.85, 4.85, 87.81, 62.04)"
29905,0520068424,"(18.24, 10.03, 10.03, 47.77, 62.04)"
29906,0763720860,"(146.7, 63.09, 63.09, 124.77, 62.04)"
29907,1843118262,"(1.58, 81.2, 81.2, 77.07, 62.04)"
29908,1588467503,"(8.88, 14.07, 14.07, 42.27, 64.08)"
29909,0881280895,"(245.83, 245.78, 245.78, 154.98, 64.08)"
29910,0765368668,"(52.94, 124.37, 124.37, 79.13, 64.08)"
29911,1462072410,"(185.92, 78.35, 78.35, 145.58, 64.08)"
29912,B00ASMBDQ0,"(20.99, 113.2, 113.2, 89.45, 64.08)"
29913,1592537820,"(224.67, 224.51, 224.51, 171.71, 64.08)"
29914,0899333532,"(164.69, 142.54, 142.54, 127.54, 64.08)"
29915,0877936536,"(9.66, 7.28, 7.28, 120.42, 64.08)"
29916,145160792X,"(6.63, 112.4, 112.4, 122.49, 64.08)"
29917,1617831271,"(223.04, 156.01, 156.01, 162.08, 68.08)"
29918,B00FFBSU0Q,"(95.57, 102.78, 102.78, 127.75, 68.08)"
29919,1573441872,"(209.41, 96.98, 96.98, 141.23, 68.08)"
29920,0192806688,"(80.19, 106.34, 106.34, 86.38, 68.08)"
29921,1503945154,"(238.36, 220.0, 220.0, 163.59, 68.08)"
29922,078582975X,"(36.77, 128.29, 128.29, 104.1, 72.08)"
29923,1505471214,"(205.16, 64.67, 64.67, 168.39, 72.08)"
29924,1591451140,"(202.53, 68.71, 68.71, 178.9, 72.08)"
29925,1608828980,"(215.39, 252.2, 252.2, 190.33, 72.08)"
29926,0553375970,"(12.06, 13.29, 13.29, 63.03, 72.08)"
29927,1405193484,"(172.53, 32.27, 32.27, 86.66, 72.08)"
29928,145557225X,"(49.14, 58.48, 58.48, 129.75, 72.08)"
29929,0316163333,"(186.25, 111.07, 111.07, 161.92, 72.08)"
29930,142142018X,"(35.01, 33.2, 33.2, 129.95, 76.08)"
29931,1592643957,"(242.47, 85.54, 85.54, 205.16, 76.08)"
29932,0670890936,"(55.42, 5.61, 5.61, 84.65, 76.08)"
29933,0802848958,"(78.83, 186.2, 186.2, 117.45, 76.08)"
29934,0393240185,"(253.83, 95.09, 95.09, 222.95, 76.08)"
29935,0679779159,"(15.99, 27.23, 27.23, 104.0, 80.08)"
29936,1626395683,"(212.75, 58.44, 58.44, 144.25, 80.08)"
29937,0689803478,"(170.4, 35.12, 35.12, 131.36, 80.08)"
29938,1936539411,"(33.57, 58.9, 58.9, 126.47, 80.08)"
29939,0553524607,"(208.66, 236.94, 236.94, 145.98, 84.08)"
29940,4881176277,"(1.88, 69.85, 69.85, 133.34, 84.08)"
29941,1569713448,"(15.47, 168.1, 168.1, 128.95, 84.08)"
29942,0071804269,"(221.82, 83.68, 83.68, 141.86, 84.08)"
29943,9718792007,"(194.79, 54.83, 54.83, 111.61, 96.08)"
29944,1552128199,"(245.45, 227.59, 227.59, 159.73, 100.08)"
29945,0470660732,"(8.44, 33.26, 33.26, 132.99, 116.08)"
29946,1118944410,"(10.91, 31.05, 31.05, 113.85, 116.08)"
29947,1609713958,"(8.75, 6.81, 6.81, 130.47, 128.16)"
29948,1565047354,"(252.12, 6.72, 6.72, 160.43, 144.16)"
29949,1416593012,"(248.64, 248.42, 248.42, 173.27, 128.41)"
29950,146524087X,"(40.66, 30.06, 30.06, 70.77, 64.33)"
29951,159477207X,"(181.0, 77.09, 77.09, 146.38, 64.33)"
29952,0872207218,"(34.43, 29.88, 29.88, 102.46, 64.33)"
29953,0793585414,"(54.03, 169.77, 169.77, 94.07, 64.33)"
29954,0613213181,"(61.42, 54.52, 54.52, 137.91, 64.33)"
29955,0393979210,"(140.44, 16.09, 16.09, 122.28, 64.33)"
29956,0415779723,"(6.24, 3.72, 3.72, 89.49, 64.33)"
29957,0735585903,"(207.65, 164.58, 164.58, 147.03, 64.33)"
29958,1620920042,"(111.0, 91.76, 91.76, 117.05, 64.33)"
29959,1935274503,"(248.09, 247.98, 247.98, 209.73, 64.33)"
29960,0578028271,"(250.78, 251.81, 251.81, 217.7, 68.33)"
29961,0323072534,"(242.29, 115.8, 115.8, 194.07, 68.33)"
29962,0785263438,"(1.4, 159.68, 159.68, 98.33, 68.33)"
29963,1469327376,"(9.04, 14.72, 14.72, 76.78, 68.33)"
29964,1618656651,"(51.24, 108.06, 108.06, 100.69, 68.33)"
29965,1400049296,"(246.83, 246.63, 246.63, 146.95, 72.33)"
29966,3319158287,"(253.77, 131.02, 131.02, 214.69, 72.33)"
29967,0789330075,"(12.27, 10.74, 10.74, 106.44, 76.33)"
29968,1478245883,"(236.83, 88.97, 88.97, 171.19, 76.33)"
29969,1595945407,"(254.05, 254.06, 254.06, 209.05, 76.33)"
29970,1133135080,"(80.2, 49.13, 49.13, 142.89, 76.33)"
29971,0486213420,"(230.28, 197.48, 197.48, 141.32, 76.33)"
29972,1402213468,"(249.95, 248.9, 248.9, 197.66, 76.33)"
29973,1600788343,"(155.13, 63.14, 63.14, 143.36, 76.33)"
29974,0316336610,"(240.88, 194.63, 194.63, 160.91, 76.33)"
29975,149192652X,"(251.48, 252.69, 252.69, 157.92, 76.33)"
29976,1118861957,"(186.29, 222.0, 222.0, 177.03, 76.33)"
29977,0750699167,"(55.91, 173.37, 173.37, 129.28, 80.33)"
29978,0399536140,"(186.42, 218.11, 218.11, 146.02, 80.33)"
29979,0253285356,"(243.86, 221.39, 221.39, 142.28, 80.33)"
29980,1421519852,"(131.12, 198.39, 198.39, 144.54, 80.33)"
29981,0996078533,"(54.26, 195.79, 195.79, 149.2, 84.33)"
29982,1454802731,"(4.3, 166.84, 166.84, 100.21, 84.33)"
29983,1626565589,"(248.6, 248.63, 248.63, 205.57, 88.33)"
29984,0892881976,"(5.06, 4.35, 4.35, 33.36, 88.33)"
29985,1840785896,"(168.36, 61.19, 61.19, 152.88, 88.33)"
29986,1503262537,"(1.91, 155.32, 155.32, 88.07, 88.33)"
29987,1846148278,"(238.96, 241.11, 241.11, 188.56, 88.33)"
29988,141201929X,"(247.66, 185.84, 185.84, 193.79, 92.33)"
29989,1422013162,"(238.51, 243.32, 243.32, 158.3, 92.33)"
29990,1250065380,"(149.96, 9.04, 9.04, 104.43, 96.33)"
29991,1305105427,"(11.21, 177.07, 177.07, 113.23, 96.33)"
29992,0324655789,"(252.46, 251.37, 251.37, 189.74, 96.33)"
29993,1559340738,"(237.53, 63.14, 63.14, 145.57, 96.33)"
29994,0071809201,"(249.32, 248.76, 248.76, 198.21, 96.33)"
29995,0761182381,"(36.44, 30.44, 30.44, 56.38, 96.33)"
29996,0345487427,"(241.48, 246.48, 246.48, 191.9, 96.33)"
29997,1571747362,"(247.22, 248.77, 248.77, 164.02, 96.33)"
29998,0778801020,"(203.88, 53.52, 53.52, 162.35, 100.33)"
29999,0486260348,"(247.07, 79.3, 79.3, 177.32, 100.33)"
30000,1608320006,"(62.92, 235.86, 235.86, 157.81, 100.33)"
30001,1438000162,"(7.52, 176.66, 176.66, 158.09, 100.33)"
30002,B00SB3DYAQ,"(27.03, 26.0, 26.0, 106.99, 104.33)"
30003,1631770713,"(236.29, 35.66, 35.66, 141.38, 108.33)"
30004,1589971272,"(235.62, 38.66, 38.66, 121.44, 108.33)"
30005,0440508835,"(250.72, 250.83, 250.83, 125.84, 120.33)"
30006,B0016WMH84,"(32.0, 36.31, 36.31, 116.81, 32.29)"
30007,0802828000,"(233.83, 183.69, 183.69, 120.66, 32.29)"
30008,0981854524,"(8.99, 10.94, 10.94, 41.05, 32.29)"
30009,1107604672,"(33.29, 61.18, 61.18, 74.9, 32.29)"
30010,0375764895,"(253.0, 252.86, 252.86, 208.09, 32.29)"
30011,1931520763,"(212.63, 210.26, 210.26, 167.34, 32.29)"
30012,0847838005,"(191.2, 157.72, 157.72, 133.22, 32.29)"
30013,0871951762,"(128.5, 128.27, 128.27, 141.35, 32.29)"
30014,0446611212,"(21.46, 10.98, 10.98, 112.84, 34.29)"
30015,1465414177,"(250.96, 250.11, 250.11, 207.76, 34.29)"
30016,0939674211,"(70.85, 28.8, 28.8, 102.5, 34.29)"
30017,0143114514,"(8.76, 7.6, 7.6, 64.75, 34.29)"
30018,9587420063,"(19.23, 28.61, 28.61, 90.83, 36.29)"
30019,0993910238,"(72.03, 137.32, 137.32, 134.98, 36.29)"
30020,0060842539,"(39.47, 45.44, 45.44, 127.95, 36.29)"
30021,1621820890,"(246.61, 235.24, 235.24, 167.64, 36.29)"
30022,1517297168,"(70.52, 31.28, 31.28, 94.13, 36.29)"
30023,1940353262,"(35.26, 32.89, 32.89, 104.7, 36.29)"
30024,0718827058,"(250.21, 203.85, 203.85, 198.27, 36.29)"
30025,1890772186,"(131.61, 194.62, 194.62, 128.19, 38.29)"
30026,0888627882,"(32.19, 25.02, 25.02, 106.26, 38.29)"
30027,0070220166,"(105.92, 159.03, 159.03, 155.92, 38.29)"
30028,0415992362,"(18.23, 20.88, 20.88, 65.28, 38.29)"
30029,9972920305,"(253.54, 253.24, 253.24, 217.87, 38.29)"
30030,0061661236,"(248.95, 248.26, 248.26, 157.34, 38.29)"
30031,1250034418,"(7.24, 1.51, 1.51, 27.91, 38.29)"
30032,0062262378,"(137.52, 165.58, 165.58, 118.35, 38.29)"
30033,B0006EX91C,"(90.15, 162.53, 162.53, 167.11, 40.29)"
30034,0195300793,"(3.83, 4.94, 4.94, 38.57, 40.29)"
30035,0743453026,"(219.23, 237.17, 237.17, 194.49, 40.29)"
30036,0060727659,"(154.32, 75.47, 75.47, 110.98, 40.29)"
30037,1841548529,"(53.58, 49.42, 49.42, 82.82, 40.29)"
30038,0736036881,"(93.37, 152.88, 152.88, 147.76, 40.29)"
30039,0929398467,"(235.33, 198.39, 198.39, 171.65, 40.29)"
30040,1879085690,"(166.4, 222.14, 222.14, 171.54, 40.29)"
30041,0081002890,"(116.3, 205.43, 205.43, 102.83, 40.29)"
30042,161243410X,"(229.62, 205.35, 205.35, 191.05, 42.29)"
30043,3935638825,"(25.72, 28.71, 28.71, 103.84, 42.29)"
30044,1608310752,"(90.25, 157.62, 157.62, 138.7, 42.29)"
30045,007146462X,"(14.63, 34.0, 34.0, 83.08, 42.29)"
30046,0385262426,"(179.17, 97.35, 97.35, 117.44, 42.29)"
30047,1499746938,"(5.38, 3.04, 3.04, 68.7, 42.29)"
30048,1503032884,"(40.59, 62.76, 62.76, 53.98, 44.29)"
30049,B00BPHZ7VO,"(8.09, 2.25, 2.25, 109.6, 44.29)"
30050,1929572115,"(26.52, 21.06, 21.06, 58.62, 44.29)"
30051,0810955660,"(252.37, 250.96, 250.96, 147.39, 44.29)"
30052,0738530158,"(199.14, 113.26, 113.26, 132.16, 44.29)"
30053,3447067268,"(38.91, 143.91, 143.91, 70.6, 44.29)"
30054,1416297286,"(252.21, 238.22, 238.22, 182.93, 44.29)"
30055,0787649201,"(223.39, 151.97, 151.97, 148.09, 44.29)"
30056,1421577720,"(57.76, 112.02, 112.02, 107.75, 44.29)"
30057,1497340926,"(31.05, 27.94, 27.94, 79.87, 44.29)"
30058,9774165527,"(5.35, 7.31, 7.31, 72.22, 46.29)"
30059,0130225347,"(240.48, 220.25, 220.25, 187.12, 46.29)"
30060,0671775375,"(209.71, 175.06, 175.06, 166.09, 46.29)"
30061,1449329276,"(252.83, 252.96, 252.96, 176.7, 46.29)"
30062,0198733747,"(1.5, 123.97, 123.97, 62.76, 46.29)"
30063,1580171060,"(251.75, 248.28, 248.28, 182.08, 46.29)"
30064,0354043471,"(67.59, 15.09, 15.09, 96.54, 46.29)"
30065,0195393929,"(254.13, 254.17, 254.17, 232.18, 46.29)"
30066,0812970306,"(4.2, 3.28, 3.28, 66.57, 48.29)"
30067,0440217563,"(3.74, 57.03, 57.03, 78.97, 48.29)"
30068,1506147992,"(18.73, 22.14, 22.14, 83.32, 48.29)"
30069,0679744754,"(253.62, 222.74, 222.74, 191.36, 48.29)"
30070,1581600747,"(4.83, 5.27, 5.27, 55.09, 48.29)"
30071,0884040887,"(39.63, 78.98, 78.98, 99.26, 48.29)"
