,0,1
4286,147671522X,"(38.2, 43.85, 43.85, 64.24, 31.79)"
4287,9655240630,"(60.24, 143.31, 143.31, 110.39, 33.58)"
4288,0073529249,"(209.7, 233.6, 233.6, 180.87, 33.58)"
4289,3899555589,"(225.44, 221.91, 221.91, 167.8, 33.58)"
4290,0692417508,"(192.29, 182.04, 182.04, 141.22, 33.58)"
4291,1563272458,"(74.4, 140.87, 140.87, 90.78, 33.58)"
4292,1611720168,"(4.73, 37.78, 37.78, 39.61, 33.58)"
4293,0691123977,"(251.75, 249.49, 249.49, 214.82, 33.58)"
4294,1590130219,"(222.89, 229.96, 229.96, 151.62, 33.58)"
4295,1932595481,"(54.77, 56.54, 56.54, 122.94, 35.58)"
4296,0809089475,"(47.85, 55.77, 55.77, 114.14, 35.58)"
4297,1500644358,"(248.13, 247.91, 247.91, 187.08, 35.58)"
4298,1605068322,"(212.31, 159.77, 159.77, 178.7, 35.58)"
4299,0860371255,"(32.05, 98.58, 98.58, 65.06, 35.58)"
4300,0749470879,"(187.29, 241.92, 241.92, 145.97, 35.58)"
4301,B007A7YB1U,"(240.49, 209.83, 209.83, 181.66, 35.58)"
4302,1503246981,"(229.63, 247.18, 247.18, 204.54, 35.58)"
4303,0030683726,"(92.32, 94.6, 94.6, 107.55, 37.58)"
4304,1570767416,"(23.2, 36.02, 36.02, 131.35, 37.58)"
4305,0385529376,"(252.37, 252.41, 252.41, 210.35, 37.58)"
4306,0452271878,"(246.59, 244.7, 244.7, 175.1, 37.58)"
4307,1451128266,"(14.61, 96.17, 96.17, 60.08, 37.58)"
4308,1444170295,"(251.45, 252.18, 252.18, 228.09, 37.58)"
4309,1570759960,"(249.89, 233.03, 233.03, 206.51, 37.58)"
4310,0933405006,"(248.98, 198.33, 198.33, 167.05, 37.58)"
4311,1516847091,"(54.45, 36.11, 36.11, 97.05, 37.58)"
4312,1894898605,"(52.66, 35.99, 35.99, 122.14, 39.58)"
4313,1599351242,"(223.42, 145.16, 145.16, 178.49, 39.58)"
4314,1770851186,"(250.62, 245.23, 245.23, 141.38, 39.58)"
4315,B006PTQSRY,"(39.97, 129.41, 129.41, 69.99, 39.58)"
4316,1841728101,"(227.52, 247.03, 247.03, 184.15, 39.58)"
4317,1439181233,"(232.99, 198.22, 198.22, 159.13, 39.58)"
4318,1632861038,"(228.59, 208.86, 208.86, 186.65, 39.58)"
4319,0393088863,"(8.23, 6.22, 6.22, 56.59, 39.58)"
4320,0757588913,"(222.2, 237.74, 237.74, 143.37, 39.58)"
4321,0805092773,"(201.13, 193.99, 193.99, 168.71, 39.58)"
4322,1571103562,"(232.1, 228.9, 228.9, 183.1, 39.58)"
4323,0531167917,"(235.43, 242.28, 242.28, 175.18, 41.58)"
4324,087728735X,"(169.09, 87.86, 87.86, 95.23, 41.58)"
4325,1442435011,"(15.55, 11.2, 11.2, 91.42, 41.58)"
4326,9822140010,"(68.12, 62.92, 62.92, 102.22, 41.58)"
4327,1889140112,"(247.27, 227.28, 227.28, 154.02, 41.58)"
4328,0670025593,"(8.58, 13.05, 13.05, 71.15, 43.58)"
4329,1573444014,"(192.4, 224.09, 224.09, 150.28, 43.58)"
4330,0801020751,"(249.83, 192.71, 192.71, 200.65, 43.58)"
4331,0553392042,"(253.15, 253.16, 253.16, 231.95, 43.58)"
4332,0988519208,"(246.89, 245.97, 245.97, 172.82, 43.58)"
4333,0486284727,"(109.48, 86.69, 86.69, 96.29, 43.58)"
4334,1454909064,"(112.93, 47.03, 47.03, 78.02, 43.58)"
4335,1558641297,"(244.55, 240.64, 240.64, 140.46, 43.58)"
4336,0674952618,"(71.48, 107.46, 107.46, 141.28, 43.58)"
4337,0307744434,"(7.59, 6.94, 6.94, 54.35, 43.58)"
4338,1561230561,"(96.2, 118.0, 118.0, 134.17, 43.58)"
4339,1515197514,"(253.94, 253.92, 253.92, 210.87, 45.58)"
4340,0764204173,"(133.41, 54.72, 54.72, 130.15, 45.58)"
4341,0882663917,"(111.49, 24.23, 24.23, 67.18, 45.58)"
4342,1610393619,"(15.02, 28.13, 28.13, 68.73, 45.58)"
4343,0310319951,"(162.36, 85.07, 85.07, 143.17, 45.58)"
4344,1439836736,"(6.93, 10.07, 10.07, 73.69, 45.58)"
4345,1137444177,"(249.67, 241.57, 241.57, 202.76, 45.58)"
4346,006008460X,"(217.71, 182.9, 182.9, 140.22, 45.58)"
4347,1554796830,"(58.55, 189.68, 189.68, 112.28, 45.58)"
4348,146999447X,"(51.21, 126.07, 126.07, 85.08, 45.58)"
4349,0801679672,"(66.28, 15.44, 15.44, 98.95, 45.58)"
4350,158023612X,"(87.83, 32.99, 32.99, 78.56, 45.58)"
4351,044655393X,"(248.48, 237.02, 237.02, 178.05, 45.58)"
4352,0835608263,"(250.2, 244.05, 244.05, 193.78, 47.58)"
4353,1118969626,"(53.66, 119.84, 119.84, 96.76, 47.58)"
4354,140123769X,"(214.66, 219.54, 219.54, 158.9, 47.58)"
4355,B00005VXYU,"(55.71, 28.66, 28.66, 111.93, 47.58)"
4356,0321803116,"(252.94, 248.53, 248.53, 191.11, 47.58)"
4357,0764970178,"(33.97, 21.04, 21.04, 72.15, 47.58)"
4358,1499523351,"(114.56, 45.08, 45.08, 117.64, 47.58)"
4359,0849339340,"(219.85, 121.55, 121.55, 199.73, 49.58)"
4360,B008VS4XCE,"(250.59, 250.17, 250.17, 219.49, 49.58)"
4361,0312629117,"(221.95, 187.2, 187.2, 167.52, 49.58)"
4362,0345353773,"(119.62, 190.95, 190.95, 161.83, 49.58)"
4363,1841076295,"(29.33, 57.81, 57.81, 115.61, 49.58)"
4364,1605471526,"(243.29, 250.9, 250.9, 169.7, 49.58)"
4365,B005EUFG3M,"(6.7, 3.99, 3.99, 65.03, 49.58)"
4366,1454838760,"(224.33, 148.74, 148.74, 149.45, 51.58)"
4367,0415710898,"(10.1, 10.12, 10.12, 98.3, 51.58)"
4368,1625230036,"(54.23, 118.04, 118.04, 84.58, 51.58)"
4369,1594932182,"(72.99, 34.8, 34.8, 100.36, 51.58)"
4370,1585039071,"(253.24, 253.35, 253.35, 216.39, 51.58)"
4371,1515369838,"(109.89, 189.01, 189.01, 143.39, 53.58)"
4372,0764166433,"(215.02, 177.91, 177.91, 157.61, 53.58)"
4373,1438451342,"(206.11, 205.1, 205.1, 156.62, 53.58)"
4374,1576871061,"(179.98, 146.5, 146.5, 131.87, 53.58)"
4375,1609789482,"(43.7, 108.89, 108.89, 69.51, 53.58)"
4376,0802844316,"(148.69, 46.07, 46.07, 145.2, 53.58)"
4377,0970029861,"(27.9, 87.33, 87.33, 147.97, 53.58)"
4378,1608425541,"(251.3, 251.36, 251.36, 200.38, 53.58)"
4379,1419716204,"(83.22, 173.87, 173.87, 134.48, 53.58)"
4380,0764326406,"(248.59, 244.98, 244.98, 196.04, 53.58)"
4381,0142408212,"(247.0, 195.58, 195.58, 171.34, 53.58)"
4382,1609619951,"(11.64, 18.19, 18.19, 44.83, 53.58)"
4383,0818680555,"(71.91, 175.77, 175.77, 159.43, 55.58)"
4384,007340232X,"(253.59, 253.67, 253.67, 217.28, 55.58)"
4385,1517178746,"(91.67, 110.73, 110.73, 119.01, 55.58)"
4386,1849804842,"(40.62, 113.23, 113.23, 116.02, 55.58)"
4387,1594732809,"(252.81, 253.48, 253.48, 214.13, 55.58)"
4388,1934734209,"(249.28, 248.51, 248.51, 149.66, 55.58)"
4389,0452261031,"(54.67, 23.96, 23.96, 99.43, 57.58)"
4390,0740702041,"(231.17, 141.43, 141.43, 186.39, 57.58)"
4391,0692377344,"(74.02, 158.02, 158.02, 89.34, 57.58)"
4392,1558967117,"(38.09, 142.1, 142.1, 75.96, 57.58)"
4393,0314280634,"(252.53, 253.33, 253.33, 192.36, 57.58)"
4394,0823929582,"(33.38, 48.78, 48.78, 129.34, 59.58)"
4395,0873386612,"(66.41, 33.59, 33.59, 97.94, 59.58)"
4396,B004WKWNHW,"(177.03, 107.16, 107.16, 116.47, 59.58)"
4397,0743293215,"(249.83, 251.86, 251.86, 179.06, 59.58)"
4398,0312360118,"(248.32, 210.3, 210.3, 144.67, 59.58)"
4399,0764810170,"(51.23, 36.2, 36.2, 98.07, 59.58)"
4400,1589236084,"(240.75, 232.84, 232.84, 191.43, 59.58)"
4401,0979678668,"(48.8, 45.89, 45.89, 133.3, 61.58)"
4402,1626561982,"(249.7, 249.57, 249.57, 131.79, 61.58)"
4403,1935007181,"(18.36, 18.15, 18.15, 104.58, 61.58)"
4404,0988533103,"(19.69, 8.89, 8.89, 71.45, 61.58)"
4405,0553391666,"(247.72, 238.72, 238.72, 186.05, 61.58)"
4406,0415825644,"(217.95, 241.61, 241.61, 135.67, 61.58)"
4407,1781846510,"(50.92, 42.33, 42.33, 118.63, 63.58)"
4408,1419703951,"(25.71, 91.47, 91.47, 108.97, 63.58)"
4409,B00O80WBZU,"(254.47, 254.49, 254.49, 224.38, 63.58)"
4410,1514671727,"(230.93, 213.76, 213.76, 162.14, 63.58)"
4411,1868123731,"(251.62, 252.51, 252.51, 169.84, 63.58)"
4412,0399173145,"(50.45, 107.92, 107.92, 80.62, 63.58)"
4413,0593060202,"(166.65, 35.17, 35.17, 107.03, 63.58)"
4414,1587360675,"(45.69, 173.39, 173.39, 92.96, 63.58)"
4415,3805594186,"(251.88, 131.23, 131.23, 211.3, 67.16)"
4416,1517682339,"(244.81, 244.48, 244.48, 149.52, 67.16)"
4417,0446611220,"(125.97, 75.78, 75.78, 92.52, 67.16)"
4418,079382883X,"(4.77, 3.21, 3.21, 94.75, 67.16)"
4419,0807837156,"(139.92, 155.72, 155.72, 135.27, 71.16)"
4420,0978906713,"(251.2, 251.37, 251.37, 197.45, 71.16)"
4421,0310322057,"(249.88, 226.12, 226.12, 187.53, 71.16)"
4422,161998055X,"(77.95, 100.02, 100.02, 116.28, 75.16)"
4423,1575253089,"(29.95, 27.68, 27.68, 77.8, 75.16)"
4424,019861070X,"(13.07, 136.59, 136.59, 86.3, 75.16)"
4425,9187036002,"(234.89, 171.36, 171.36, 185.63, 75.16)"
4426,1844675688,"(29.95, 111.43, 111.43, 86.5, 79.16)"
4427,0841603359,"(159.48, 106.41, 106.41, 133.89, 79.16)"
4428,0323113400,"(251.67, 131.2, 131.2, 215.12, 79.16)"
4429,1558604820,"(245.48, 248.01, 248.01, 168.66, 79.16)"
4430,1849058938,"(214.93, 130.96, 130.96, 128.13, 83.16)"
4431,0071846867,"(204.64, 47.73, 47.73, 122.85, 87.16)"
4432,1594744629,"(27.26, 36.46, 36.46, 136.16, 87.16)"
4433,0143124986,"(252.21, 252.72, 252.72, 195.08, 87.16)"
4434,1482776723,"(200.94, 142.3, 142.3, 98.03, 91.16)"
4435,0761158626,"(74.14, 150.88, 150.88, 137.98, 91.16)"
4436,0962616214,"(249.98, 248.65, 248.65, 168.03, 91.16)"
4437,1572485973,"(250.21, 250.67, 250.67, 196.81, 91.16)"
4438,1629371076,"(251.19, 250.42, 250.42, 145.3, 91.16)"
4439,0470239522,"(11.96, 30.23, 30.23, 116.67, 95.16)"
4440,0764588095,"(1.35, 1.93, 1.93, 57.37, 95.16)"
4441,0078026687,"(88.96, 148.89, 148.89, 139.41, 99.16)"
4442,0544334507,"(204.42, 44.39, 44.39, 145.84, 99.16)"
4443,1589950046,"(9.77, 16.96, 16.96, 73.4, 99.16)"
4444,0316407046,"(241.86, 227.51, 227.51, 146.22, 99.16)"
4445,097773157X,"(220.71, 53.16, 53.16, 157.83, 103.16)"
4446,0690043430,"(60.22, 42.09, 42.09, 128.57, 107.16)"
4447,1412978378,"(239.66, 47.3, 47.3, 130.28, 107.16)"
4448,1624380905,"(254.33, 4.39, 4.39, 155.14, 111.16)"
4449,1935166301,"(233.41, 78.47, 78.47, 146.21, 119.16)"
4450,1495363333,"(248.01, 250.7, 250.7, 128.57, 119.16)"
4451,3540260366,"(243.05, 20.35, 20.35, 111.89, 123.16)"
4452,1617914797,"(228.17, 32.78, 32.78, 89.07, 142.32)"
4453,0761163115,"(224.24, 34.95, 34.95, 115.88, 142.57)"
4454,1403999937,"(160.97, 107.15, 107.15, 112.84, 67.41)"
4455,1841768685,"(74.42, 54.13, 54.13, 136.63, 67.41)"
4456,1451699069,"(44.63, 32.95, 32.95, 121.88, 67.41)"
4457,006166121X,"(74.51, 139.01, 139.01, 186.79, 67.41)"
4458,0425278425,"(57.73, 188.09, 188.09, 113.89, 67.41)"
4459,B00BJXYRNS,"(251.98, 251.28, 251.28, 200.34, 67.41)"
4460,1440554633,"(249.54, 249.18, 249.18, 218.33, 67.41)"
4461,0778316645,"(244.75, 246.3, 246.3, 160.38, 67.41)"
4462,0446677752,"(151.95, 156.66, 156.66, 151.1, 67.41)"
4463,0762795220,"(11.02, 43.83, 43.83, 133.84, 67.41)"
4464,162747112X,"(208.61, 92.56, 92.56, 144.41, 71.41)"
4465,1571203222,"(34.2, 13.36, 13.36, 121.16, 71.41)"
4466,0781765803,"(113.37, 67.96, 67.96, 139.15, 71.41)"
4467,1503948676,"(189.9, 121.92, 121.92, 179.11, 71.41)"
4468,0321997174,"(71.34, 197.65, 197.65, 136.62, 71.41)"
4469,1932494782,"(240.59, 243.07, 243.07, 152.95, 75.41)"
4470,077105629X,"(53.34, 53.43, 53.43, 93.5, 75.41)"
4471,0578066335,"(7.16, 10.27, 10.27, 67.53, 75.41)"
4472,0385521235,"(248.14, 250.05, 250.05, 199.76, 75.41)"
4473,0761184929,"(189.82, 99.0, 99.0, 111.51, 75.41)"
4474,0937206873,"(26.2, 34.81, 34.81, 85.41, 75.41)"
4475,0945397291,"(140.23, 105.35, 105.35, 115.29, 79.41)"
4476,1453820191,"(251.66, 251.91, 251.91, 148.12, 79.41)"
4477,161519052X,"(86.61, 219.95, 219.95, 147.88, 79.41)"
4478,1623365287,"(240.93, 224.64, 224.64, 188.22, 83.41)"
4479,034551551X,"(59.66, 5.8, 5.8, 79.96, 87.41)"
4480,0470277416,"(230.71, 239.8, 239.8, 179.19, 87.41)"
4481,1625274122,"(204.69, 62.18, 62.18, 195.48, 87.41)"
4482,1457303221,"(43.31, 211.13, 211.13, 131.81, 87.41)"
4483,1943330174,"(110.51, 228.1, 228.1, 137.11, 87.41)"
4484,0981834159,"(159.86, 64.84, 64.84, 92.25, 87.41)"
4485,1615647783,"(60.24, 112.84, 112.84, 142.08, 87.41)"
4486,1457187523,"(247.18, 247.96, 247.96, 203.03, 87.41)"
4487,0966201914,"(45.64, 39.65, 39.65, 91.73, 87.41)"
4488,0822344238,"(173.54, 35.35, 35.35, 80.5, 91.41)"
4489,0710090099,"(186.62, 181.97, 181.97, 149.16, 91.41)"
4490,1780193297,"(239.95, 236.32, 236.32, 138.42, 91.41)"
4491,1439840954,"(249.31, 248.6, 248.6, 143.95, 91.41)"
4492,0737742453,"(26.11, 180.69, 180.69, 119.94, 95.41)"
4493,0199338264,"(9.95, 11.93, 11.93, 101.76, 95.41)"
4494,1606995561,"(210.11, 70.6, 70.6, 124.77, 95.41)"
4495,0061946486,"(219.1, 232.82, 232.82, 149.05, 95.41)"
4496,1849756503,"(29.2, 181.53, 181.53, 139.59, 95.41)"
4497,0596515170,"(243.28, 217.77, 217.77, 197.61, 99.41)"
4498,1440243506,"(244.19, 241.29, 241.29, 146.74, 99.41)"
4499,074329243X,"(186.79, 17.12, 17.12, 94.98, 103.41)"
4500,0516273949,"(216.18, 90.17, 90.17, 122.35, 103.41)"
4501,1631405306,"(223.39, 223.83, 223.83, 145.03, 107.41)"
4502,0809016516,"(226.0, 34.83, 34.83, 113.07, 107.41)"
4503,1907804420,"(189.76, 47.82, 47.82, 103.92, 107.41)"
4504,0786816996,"(208.3, 32.89, 32.89, 111.94, 111.41)"
4505,0517592592,"(200.16, 26.37, 26.37, 147.0, 111.41)"
4506,0899332889,"(208.82, 21.7, 21.7, 150.55, 111.41)"
4507,0893148423,"(247.77, 2.06, 2.06, 212.12, 115.41)"
4508,0470608218,"(9.84, 33.43, 33.43, 121.42, 115.41)"
4509,1476785686,"(234.26, 34.38, 34.38, 125.15, 119.41)"
4510,9888083171,"(12.25, 36.02, 36.02, 90.0, 119.41)"
4511,0671455273,"(232.56, 45.69, 45.69, 115.69, 143.07)"
4512,1742208894,"(13.84, 12.81, 12.81, 79.21, 33.83)"
4513,0199374570,"(246.99, 251.93, 251.93, 226.96, 33.83)"
4514,1516842391,"(254.28, 254.43, 254.43, 241.67, 33.83)"
4515,0743299590,"(6.98, 4.7, 4.7, 38.74, 33.83)"
4516,0078025095,"(23.97, 18.69, 18.69, 41.59, 33.83)"
4517,0077861930,"(243.03, 241.21, 241.21, 170.9, 33.83)"
4518,039324718X,"(36.35, 31.68, 31.68, 50.97, 33.83)"
4519,0205321526,"(17.89, 40.01, 40.01, 95.44, 33.83)"
4520,0691158533,"(238.98, 192.63, 192.63, 198.46, 33.83)"
4521,1578634911,"(230.19, 176.23, 176.23, 174.03, 33.83)"
4522,0778746127,"(14.19, 7.52, 7.52, 61.41, 33.83)"
4523,0451417097,"(50.86, 24.98, 24.98, 100.38, 35.83)"
4524,3955707830,"(238.75, 223.55, 223.55, 188.38, 35.83)"
4525,1496400801,"(57.69, 60.35, 60.35, 112.67, 35.83)"
4526,0990505685,"(11.09, 18.27, 18.27, 58.37, 35.83)"
4527,0878426388,"(55.31, 57.36, 57.36, 121.71, 35.83)"
4528,0815160445,"(17.32, 43.5, 43.5, 111.47, 37.83)"
4529,1593730918,"(59.77, 37.54, 37.54, 81.48, 37.83)"
4530,0385343159,"(236.79, 201.93, 201.93, 172.16, 37.83)"
4531,1603202080,"(65.36, 65.54, 65.54, 136.18, 37.83)"
4532,1936976749,"(114.72, 79.0, 79.0, 139.8, 37.83)"
4533,0544290038,"(130.06, 129.31, 129.31, 145.59, 37.83)"
4534,1934857092,"(76.6, 78.0, 78.0, 95.94, 37.83)"
4535,0321821467,"(220.59, 231.46, 231.46, 195.77, 37.83)"
4536,0805494529,"(133.62, 57.35, 57.35, 74.3, 39.83)"
4537,1878424866,"(137.21, 99.27, 99.27, 134.68, 39.83)"
4538,1596435739,"(80.76, 56.67, 56.67, 94.11, 39.83)"
4539,1591024293,"(232.98, 172.41, 172.41, 201.81, 39.83)"
4540,1616365285,"(238.17, 242.02, 242.02, 156.04, 39.83)"
4541,0321998596,"(6.88, 10.95, 10.95, 23.04, 41.83)"
4542,155152581X,"(50.49, 55.81, 55.81, 82.81, 41.83)"
4543,1933864737,"(106.89, 122.7, 122.7, 111.6, 41.83)"
4544,0809026856,"(227.5, 158.32, 158.32, 194.47, 41.83)"
4545,1419718193,"(244.89, 241.39, 241.39, 140.31, 41.83)"
4546,074758205X,"(153.67, 158.11, 158.11, 113.26, 41.83)"
4547,0890844534,"(17.98, 18.62, 18.62, 96.73, 41.83)"
4548,0844244740,"(50.31, 53.07, 53.07, 84.58, 41.83)"
4549,1551092689,"(237.09, 213.61, 213.61, 194.47, 41.83)"
4550,0966567501,"(95.84, 84.82, 84.82, 159.63, 41.83)"
4551,0517549859,"(106.34, 83.88, 83.88, 144.39, 41.83)"
4552,0062019058,"(36.24, 25.44, 25.44, 84.87, 43.83)"
4553,0486490971,"(20.56, 32.0, 32.0, 81.53, 43.83)"
4554,0738608726,"(246.96, 247.87, 247.87, 190.12, 43.83)"
4555,1855840995,"(254.52, 254.39, 254.39, 219.27, 43.83)"
4556,0425279103,"(139.26, 173.04, 173.04, 146.58, 43.83)"
4557,0486447278,"(253.41, 151.54, 151.54, 203.38, 43.83)"
4558,1250006473,"(225.38, 218.14, 218.14, 114.68, 43.83)"
4559,030745858X,"(155.56, 158.52, 158.52, 167.5, 43.83)"
4560,1570766886,"(232.7, 197.91, 197.91, 179.28, 45.83)"
4561,0778720675,"(144.04, 66.7, 66.7, 120.4, 45.83)"
4562,9812707948,"(247.11, 249.58, 249.58, 188.33, 45.83)"
4563,0030367697,"(61.09, 77.97, 77.97, 132.16, 45.83)"
4564,0273723685,"(2.56, 2.07, 2.07, 31.18, 45.83)"
4565,0136131069,"(252.12, 252.57, 252.57, 218.78, 45.83)"
4566,0872861554,"(23.42, 24.31, 24.31, 57.57, 45.83)"
4567,0934026238,"(230.66, 149.77, 149.77, 131.5, 45.83)"
4568,0919591736,"(13.03, 23.81, 23.81, 90.01, 47.83)"
4569,0373283466,"(66.77, 43.49, 43.49, 124.72, 47.83)"
4570,1566567645,"(101.99, 84.51, 84.51, 118.58, 47.83)"
4571,0500281947,"(253.46, 253.39, 253.39, 223.56, 47.83)"
4572,1859671381,"(190.02, 136.06, 136.06, 143.08, 47.83)"
4573,1604693541,"(55.55, 40.36, 40.36, 123.56, 47.83)"
4574,0967263034,"(79.11, 74.01, 74.01, 107.88, 47.83)"
4575,1465040048,"(123.15, 105.71, 105.71, 129.16, 47.83)"
4576,168020081X,"(23.0, 22.09, 22.09, 115.16, 47.83)"
4577,1250067448,"(26.12, 51.41, 51.41, 64.92, 49.83)"
4578,2953336206,"(41.39, 87.28, 87.28, 74.93, 49.83)"
4579,0789718219,"(17.1, 10.33, 10.33, 54.78, 49.83)"
4580,1401072585,"(251.42, 178.59, 178.59, 208.78, 49.83)"
4581,098231700X,"(245.52, 241.09, 241.09, 177.05, 49.83)"
4582,1623434254,"(83.99, 176.84, 176.84, 109.71, 49.83)"
4583,0062195549,"(15.04, 11.48, 11.48, 73.06, 49.83)"
4584,1632862611,"(66.99, 79.15, 79.15, 104.17, 49.83)"
4585,1936164140,"(24.03, 46.79, 46.79, 67.01, 51.83)"
4586,0140449590,"(41.41, 36.83, 36.83, 134.87, 51.83)"
4587,1469625202,"(216.61, 203.98, 203.98, 137.69, 51.83)"
4588,178054832X,"(85.76, 39.87, 39.87, 135.42, 51.83)"
4589,1601427727,"(99.9, 45.56, 45.56, 132.45, 51.83)"
4590,1439874603,"(36.07, 88.01, 88.01, 146.97, 51.83)"
4591,1613281153,"(23.94, 46.76, 46.76, 67.01, 51.83)"
4592,1563824701,"(252.32, 251.2, 251.2, 188.22, 51.83)"
4593,1601066546,"(251.48, 251.79, 251.79, 189.51, 53.83)"
4594,B0149NK0UI,"(114.87, 102.31, 102.31, 148.73, 53.83)"
4595,0981864333,"(43.05, 100.1, 100.1, 106.32, 53.83)"
4596,0345505522,"(14.55, 30.3, 30.3, 83.17, 53.83)"
4597,088177426X,"(145.42, 49.55, 49.55, 106.72, 53.83)"
4598,0874775817,"(248.8, 235.07, 235.07, 209.74, 55.83)"
4599,0451419952,"(100.3, 202.95, 202.95, 126.15, 55.83)"
4600,1580237959,"(212.48, 130.49, 130.49, 202.81, 55.83)"
4601,0922154988,"(254.55, 254.62, 254.62, 213.85, 55.83)"
4602,0972624465,"(125.85, 68.88, 68.88, 106.1, 55.83)"
4603,0066211549,"(190.47, 85.22, 85.22, 126.33, 55.83)"
4604,1936128314,"(247.04, 239.32, 239.32, 144.52, 57.83)"
4605,1401310443,"(32.86, 75.97, 75.97, 118.74, 57.83)"
4606,0525461671,"(240.56, 134.54, 134.54, 114.03, 57.83)"
4607,0314923985,"(252.98, 253.47, 253.47, 217.4, 57.83)"
4608,0691137676,"(225.8, 191.77, 191.77, 195.56, 57.83)"
4609,1610881052,"(64.17, 13.81, 13.81, 129.99, 57.83)"
4610,0873503619,"(226.9, 135.71, 135.71, 137.22, 57.83)"
4611,0387064079,"(164.61, 74.75, 74.75, 122.38, 57.83)"
4612,1909487198,"(20.92, 86.31, 86.31, 89.27, 59.83)"
4613,0387220453,"(173.04, 47.98, 47.98, 94.13, 59.83)"
4614,1891830600,"(249.22, 137.78, 137.78, 201.64, 59.83)"
4615,161696104X,"(17.24, 7.93, 7.93, 93.73, 59.83)"
4616,1565125495,"(182.91, 158.91, 158.91, 150.45, 61.83)"
4617,0470419806,"(250.98, 247.62, 247.62, 159.77, 61.83)"
4618,0451232178,"(97.12, 117.03, 117.03, 125.41, 61.83)"
4619,155456784X,"(5.7, 4.22, 4.22, 61.06, 61.83)"
4620,0761137688,"(102.33, 53.52, 53.52, 166.47, 61.83)"
4621,1606997076,"(252.56, 249.99, 249.99, 233.17, 61.83)"
4622,0679890521,"(232.03, 233.01, 233.01, 168.29, 63.83)"
4623,1940430437,"(80.18, 57.07, 57.07, 111.46, 63.83)"
4624,0323100945,"(144.18, 34.62, 34.62, 125.94, 63.83)"
4625,0615681670,"(227.96, 113.41, 113.41, 112.04, 63.83)"
4626,0345542894,"(232.73, 133.61, 133.61, 183.33, 63.83)"
4627,1603688684,"(85.67, 146.46, 146.46, 116.31, 63.83)"
4628,1476705046,"(35.83, 151.17, 151.17, 119.83, 63.83)"
4629,0195110811,"(209.21, 216.43, 216.43, 140.76, 63.83)"
4630,1616440759,"(168.24, 82.78, 82.78, 117.78, 67.66)"
4631,0890897603,"(251.89, 249.3, 249.3, 213.55, 67.66)"
4632,1932279539,"(239.49, 241.92, 241.92, 173.11, 67.66)"
4633,0071444912,"(237.88, 210.78, 210.78, 196.35, 67.66)"
4634,1604334908,"(231.32, 168.01, 168.01, 183.42, 67.66)"
4635,1517475902,"(253.85, 250.45, 250.45, 180.53, 67.66)"
4636,1931038996,"(111.99, 64.54, 64.54, 114.34, 67.66)"
4637,0934641870,"(34.92, 31.87, 31.87, 63.81, 67.66)"
4638,0028636651,"(251.44, 251.85, 251.85, 208.87, 67.66)"
4639,0812996453,"(253.05, 253.3, 253.3, 231.38, 75.66)"
4640,0778322971,"(238.99, 241.44, 241.44, 194.86, 75.66)"
4641,0702044695,"(244.12, 245.87, 245.87, 166.15, 75.66)"
4642,0345481305,"(10.25, 14.53, 14.53, 51.53, 75.66)"
4643,0307928403,"(227.19, 61.82, 61.82, 128.87, 79.66)"
4644,0470887176,"(82.39, 72.54, 72.54, 150.17, 79.66)"
4645,1841262579,"(12.07, 144.96, 144.96, 128.47, 79.66)"
4646,1583335080,"(252.04, 100.29, 100.29, 207.31, 79.66)"
4647,B00N4FLI22,"(185.48, 46.19, 46.19, 118.24, 83.66)"
4648,159186562X,"(219.94, 91.49, 91.49, 159.65, 87.66)"
4649,0881064084,"(249.96, 57.23, 57.23, 145.85, 91.66)"
4650,1921844582,"(239.15, 100.6, 100.6, 156.73, 91.66)"
4651,B007K8N20K,"(248.65, 246.71, 246.71, 163.5, 91.66)"
4652,0875422527,"(91.04, 116.09, 116.09, 82.07, 91.66)"
4653,1449465129,"(16.93, 23.98, 23.98, 91.22, 91.66)"
4654,1575253534,"(242.27, 57.26, 57.26, 191.27, 95.66)"
4655,0395715563,"(19.14, 61.04, 61.04, 107.64, 99.66)"
4656,013022460X,"(252.66, 239.84, 239.84, 196.86, 99.66)"
4657,0314187987,"(241.62, 250.48, 250.48, 183.99, 99.66)"
4658,1615640428,"(225.68, 236.95, 236.95, 142.83, 103.66)"
4659,0451219058,"(219.08, 30.26, 30.26, 159.3, 103.66)"
4660,1600063071,"(219.45, 36.76, 36.76, 200.31, 103.66)"
4661,0804840539,"(247.06, 88.51, 88.51, 189.52, 107.66)"
4662,1555602703,"(225.26, 15.13, 15.13, 111.2, 111.66)"
4663,0375722203,"(250.31, 130.36, 130.36, 145.1, 111.66)"
4664,1742379184,"(237.01, 57.22, 57.22, 130.03, 111.66)"
4665,1476787263,"(209.36, 39.99, 39.99, 92.95, 111.66)"
4666,0887241158,"(225.62, 53.26, 53.26, 157.02, 115.66)"
4667,1591454840,"(245.77, 60.65, 60.65, 153.54, 115.66)"
4668,081667311X,"(228.85, 42.56, 42.56, 116.31, 115.66)"
4669,B004URM2FA,"(9.51, 32.02, 32.02, 116.58, 119.66)"
4670,B00LIXI3S4,"(204.56, 2.6, 2.6, 162.73, 123.66)"
4671,1401933971,"(216.04, 43.9, 43.9, 92.91, 123.66)"
4672,B00EKYYJ1S,"(246.26, 18.43, 18.43, 170.45, 123.66)"
